
Testing the neural network:
Number: -658178, Predicted: even, Actual: even ✓
Number: -198349, Predicted: odd, Actual: odd ✓
Number: -102007, Predicted: odd, Actual: odd ✓
Number: -384680, Predicted: even, Actual: even ✓
Number: -844327, Predicted: odd, Actual: odd ✓
Number: 104239, Predicted: odd, Actual: odd ✓
Number: 83892, Predicted: even, Actual: even ✓
Number: 504010, Predicted: even, Actual: even ✓
Number: 889718, Predicted: even, Actual: even ✓
Number: 868681, Predicted: odd, Actual: odd ✓
Number: -412959, Predicted: odd, Actual: odd ✓
Number: 308339, Predicted: odd, Actual: odd ✓
Number: -495635, Predicted: odd, Actual: odd ✓
Number: 100383, Predicted: odd, Actual: odd ✓
Number: -624702, Predicted: even, Actual: even ✓
Number: -615532, Predicted: even, Actual: even ✓
Number: -845290, Predicted: even, Actual: even ✓
Number: -969039, Predicted: odd, Actual: odd ✓
Number: 958431, Predicted: odd, Actual: odd ✓
Number: 43637, Predicted: odd, Actual: odd ✓
Number: 455936, Predicted: even, Actual: even ✓
Number: 510155, Predicted: odd, Actual: odd ✓
Number: 752293, Predicted: odd, Actual: odd ✓
Number: -688729, Predicted: odd, Actual: odd ✓
Number: -264765, Predicted: odd, Actual: odd ✓
Number: 483312, Predicted: even, Actual: even ✓
Number: -405500, Predicted: even, Actual: even ✓
Number: -375317, Predicted: odd, Actual: odd ✓
Number: -885032, Predicted: even, Actual: even ✓
Number: 212321, Predicted: odd, Actual: odd ✓
Number: -506375, Predicted: odd, Actual: odd ✓
Number: -718409, Predicted: odd, Actual: odd ✓
Number: 597729, Predicted: odd, Actual: odd ✓
Number: -586643, Predicted: odd, Actual: odd ✓
Number: -807651, Predicted: odd, Actual: odd ✓
Number: 862705, Predicted: odd, Actual: odd ✓
Number: 845458, Predicted: even, Actual: even ✓
Number: 880613, Predicted: odd, Actual: odd ✓
Number: 198333, Predicted: odd, Actual: odd ✓
Number: -589609, Predicted: odd, Actual: odd ✓
Number: -702123, Predicted: odd, Actual: odd ✓
Number: 280392, Predicted: even, Actual: even ✓
Number: 192152, Predicted: even, Actual: even ✓
Number: -346409, Predicted: odd, Actual: odd ✓
Number: -879967, Predicted: odd, Actual: odd ✓
Number: -347316, Predicted: even, Actual: even ✓
Number: 699458, Predicted: even, Actual: even ✓
Number: -198645, Predicted: odd, Actual: odd ✓
Number: -488853, Predicted: odd, Actual: odd ✓
Number: -789453, Predicted: odd, Actual: odd ✓
Number: 934672, Predicted: even, Actual: even ✓
Number: -279172, Predicted: even, Actual: even ✓
Number: 866352, Predicted: even, Actual: even ✓
Number: -238084, Predicted: even, Actual: even ✓
Number: -530912, Predicted: even, Actual: even ✓
Number: -374449, Predicted: odd, Actual: odd ✓
Number: -28331, Predicted: odd, Actual: odd ✓
Number: 618444, Predicted: even, Actual: even ✓
Number: -939690, Predicted: even, Actual: even ✓
Number: -699551, Predicted: odd, Actual: odd ✓
Number: -29884, Predicted: even, Actual: even ✓
Number: 870464, Predicted: even, Actual: even ✓
Number: 544137, Predicted: odd, Actual: odd ✓
Number: -354810, Predicted: even, Actual: even ✓
Number: 702353, Predicted: odd, Actual: odd ✓
Number: -761603, Predicted: odd, Actual: odd ✓
Number: -422251, Predicted: odd, Actual: odd ✓
Number: 137726, Predicted: even, Actual: even ✓
Number: -340554, Predicted: even, Actual: even ✓
Number: -325012, Predicted: even, Actual: even ✓
Number: -996557, Predicted: odd, Actual: odd ✓
Number: -532169, Predicted: odd, Actual: odd ✓
Number: 589737, Predicted: odd, Actual: odd ✓
Number: 378592, Predicted: even, Actual: even ✓
Number: -662119, Predicted: odd, Actual: odd ✓
Number: 670851, Predicted: odd, Actual: odd ✓
Number: -62163, Predicted: odd, Actual: odd ✓
Number: 606467, Predicted: odd, Actual: odd ✓
Number: -17964, Predicted: even, Actual: even ✓
Number: 425604, Predicted: even, Actual: even ✓
Number: -387531, Predicted: odd, Actual: odd ✓
Number: 205491, Predicted: odd, Actual: odd ✓
Number: -942072, Predicted: even, Actual: even ✓
Number: 411069, Predicted: odd, Actual: odd ✓
Number: -496492, Predicted: even, Actual: even ✓
Number: 783477, Predicted: odd, Actual: odd ✓
Number: 903836, Predicted: even, Actual: even ✓
Number: 315074, Predicted: even, Actual: even ✓
Number: -347003, Predicted: odd, Actual: odd ✓
Number: 210161, Predicted: odd, Actual: odd ✓
Number: -478002, Predicted: even, Actual: even ✓
Number: -203691, Predicted: odd, Actual: odd ✓
Number: -929257, Predicted: odd, Actual: odd ✓
Number: 189485, Predicted: odd, Actual: odd ✓
Number: -719137, Predicted: odd, Actual: odd ✓
Number: 892215, Predicted: odd, Actual: odd ✓
Number: -813843, Predicted: odd, Actual: odd ✓
Number: 888763, Predicted: odd, Actual: odd ✓
Number: -542052, Predicted: even, Actual: even ✓
Number: 721013, Predicted: odd, Actual: odd ✓
Number: 19509, Predicted: odd, Actual: odd ✓
Number: 710992, Predicted: even, Actual: even ✓
Number: -915196, Predicted: even, Actual: even ✓
Number: 883820, Predicted: even, Actual: even ✓
Number: -314369, Predicted: odd, Actual: odd ✓
Number: -367381, Predicted: odd, Actual: odd ✓
Number: 777607, Predicted: odd, Actual: odd ✓
Number: -907100, Predicted: even, Actual: even ✓
Number: 924370, Predicted: even, Actual: even ✓
Number: 180263, Predicted: odd, Actual: odd ✓
Number: 557215, Predicted: odd, Actual: odd ✓
Number: -468353, Predicted: odd, Actual: odd ✓
Number: -539153, Predicted: odd, Actual: odd ✓
Number: 459840, Predicted: even, Actual: even ✓
Number: -658559, Predicted: odd, Actual: odd ✓
Number: 869052, Predicted: even, Actual: even ✓
Number: -756568, Predicted: even, Actual: even ✓
Number: 907943, Predicted: odd, Actual: odd ✓
Number: 688050, Predicted: even, Actual: even ✓
Number: -878764, Predicted: even, Actual: even ✓
Number: -157060, Predicted: even, Actual: even ✓
Number: -173337, Predicted: odd, Actual: odd ✓
Number: 590094, Predicted: even, Actual: even ✓
Number: -340390, Predicted: even, Actual: even ✓
Number: 162637, Predicted: odd, Actual: odd ✓
Number: -870092, Predicted: even, Actual: even ✓
Number: -107375, Predicted: odd, Actual: odd ✓
Number: 539755, Predicted: odd, Actual: odd ✓
Number: -432613, Predicted: odd, Actual: odd ✓
Number: 927554, Predicted: even, Actual: even ✓
Number: 902126, Predicted: even, Actual: even ✓
Number: 799037, Predicted: odd, Actual: odd ✓
Number: 764886, Predicted: even, Actual: even ✓
Number: -794349, Predicted: odd, Actual: odd ✓
Number: -541835, Predicted: odd, Actual: odd ✓
Number: -347267, Predicted: odd, Actual: odd ✓
Number: -93627, Predicted: odd, Actual: odd ✓
Number: 640375, Predicted: odd, Actual: odd ✓
Number: -151981, Predicted: odd, Actual: odd ✓
Number: -135561, Predicted: odd, Actual: odd ✓
Number: 758794, Predicted: even, Actual: even ✓
Number: -788674, Predicted: even, Actual: even ✓
Number: -281480, Predicted: even, Actual: even ✓
Number: -230165, Predicted: odd, Actual: odd ✓
Number: 614906, Predicted: even, Actual: even ✓
Number: -913160, Predicted: even, Actual: even ✓
Number: -444814, Predicted: even, Actual: even ✓
Number: -535154, Predicted: even, Actual: even ✓
Number: -69828, Predicted: even, Actual: even ✓
Number: 179006, Predicted: even, Actual: even ✓
Number: -158536, Predicted: even, Actual: even ✓
Number: 332000, Predicted: even, Actual: even ✓
Number: 925814, Predicted: even, Actual: even ✓
Number: 86170, Predicted: even, Actual: even ✓
Number: 894749, Predicted: odd, Actual: odd ✓
Number: 760438, Predicted: even, Actual: even ✓
Number: 43110, Predicted: even, Actual: even ✓
Number: -961959, Predicted: odd, Actual: odd ✓
Number: -43847, Predicted: odd, Actual: odd ✓
Number: -506548, Predicted: even, Actual: even ✓
Number: -611293, Predicted: odd, Actual: odd ✓
Number: 109975, Predicted: odd, Actual: odd ✓
Number: -183199, Predicted: odd, Actual: odd ✓
Number: -631009, Predicted: odd, Actual: odd ✓
Number: 104635, Predicted: odd, Actual: odd ✓
Number: -505821, Predicted: odd, Actual: odd ✓
Number: 86075, Predicted: odd, Actual: odd ✓
Number: -490881, Predicted: odd, Actual: odd ✓
Number: -674549, Predicted: odd, Actual: odd ✓
Number: 524961, Predicted: odd, Actual: odd ✓
Number: 49160, Predicted: even, Actual: even ✓
Number: -729593, Predicted: odd, Actual: odd ✓
Number: -11766, Predicted: even, Actual: even ✓
Number: -80816, Predicted: even, Actual: even ✓
Number: 1, Predicted: odd, Actual: odd ✓
Number: 538125, Predicted: odd, Actual: odd ✓
Number: 319009, Predicted: odd, Actual: odd ✓
Number: 322219, Predicted: odd, Actual: odd ✓
Number: 364671, Predicted: odd, Actual: odd ✓
Number: 398397, Predicted: odd, Actual: odd ✓
Number: 691717, Predicted: odd, Actual: odd ✓
Number: -70578, Predicted: even, Actual: even ✓
Number: 418914, Predicted: even, Actual: even ✓
Number: -848972, Predicted: even, Actual: even ✓
Number: -2, Predicted: even, Actual: even ✓
Number: -38425, Predicted: odd, Actual: odd ✓
Number: -438262, Predicted: even, Actual: even ✓
Number: -714234, Predicted: even, Actual: even ✓
Number: 985849, Predicted: odd, Actual: odd ✓
Number: -146759, Predicted: odd, Actual: odd ✓
Number: 254111, Predicted: odd, Actual: odd ✓
Number: 851705, Predicted: odd, Actual: odd ✓
Number: -439066, Predicted: even, Actual: even ✓
Number: 396203, Predicted: odd, Actual: odd ✓
Number: -374736, Predicted: even, Actual: even ✓
Number: -965235, Predicted: odd, Actual: odd ✓
Number: -786615, Predicted: odd, Actual: odd ✓
Number: -515608, Predicted: even, Actual: even ✓
Number: 211380, Predicted: even, Actual: even ✓
Number: 324527, Predicted: odd, Actual: odd ✓
Number: 799975, Predicted: odd, Actual: odd ✓
Number: -405103, Predicted: odd, Actual: odd ✓
Number: 558257, Predicted: odd, Actual: odd ✓
Number: 418419, Predicted: odd, Actual: odd ✓
Number: -798303, Predicted: odd, Actual: odd ✓
Number: -964796, Predicted: even, Actual: even ✓
Number: 671233, Predicted: odd, Actual: odd ✓
Number: 98105, Predicted: odd, Actual: odd ✓
Number: 759741, Predicted: odd, Actual: odd ✓
Number: 712616, Predicted: even, Actual: even ✓
Number: 607985, Predicted: odd, Actual: odd ✓
Number: -95126, Predicted: even, Actual: even ✓
Number: 273370, Predicted: even, Actual: even ✓
Number: -89778, Predicted: even, Actual: even ✓
Number: 259918, Predicted: even, Actual: even ✓
Number: -761398, Predicted: even, Actual: even ✓
Number: -384442, Predicted: even, Actual: even ✓
Number: 513504, Predicted: even, Actual: even ✓
Number: -519635, Predicted: odd, Actual: odd ✓
Number: -483075, Predicted: odd, Actual: odd ✓
Number: 647853, Predicted: odd, Actual: odd ✓
Number: 288282, Predicted: even, Actual: even ✓
Number: -591199, Predicted: odd, Actual: odd ✓
Number: -760865, Predicted: odd, Actual: odd ✓
Number: -594418, Predicted: even, Actual: even ✓
Number: 616779, Predicted: odd, Actual: odd ✓
Number: 304548, Predicted: even, Actual: even ✓
Number: -358883, Predicted: odd, Actual: odd ✓
Number: -763817, Predicted: odd, Actual: odd ✓
Number: -840677, Predicted: odd, Actual: odd ✓
Number: -996695, Predicted: odd, Actual: odd ✓
Number: 247138, Predicted: even, Actual: even ✓
Number: -280409, Predicted: odd, Actual: odd ✓
Number: -338059, Predicted: odd, Actual: odd ✓
Number: -822496, Predicted: even, Actual: even ✓
Number: 672600, Predicted: even, Actual: even ✓
Number: -862982, Predicted: even, Actual: even ✓
Number: -868441, Predicted: odd, Actual: odd ✓
Number: 421238, Predicted: even, Actual: even ✓
Number: -437394, Predicted: even, Actual: even ✓
Number: -892060, Predicted: even, Actual: even ✓
Number: 132306, Predicted: even, Actual: even ✓
Number: -60632, Predicted: even, Actual: even ✓
Number: -28539, Predicted: odd, Actual: odd ✓
Number: -923967, Predicted: odd, Actual: odd ✓
Number: -494244, Predicted: even, Actual: even ✓
Number: -289774, Predicted: even, Actual: even ✓
Number: 407283, Predicted: odd, Actual: odd ✓
Number: -235158, Predicted: even, Actual: even ✓
Number: -726488, Predicted: even, Actual: even ✓
Number: 50279, Predicted: odd, Actual: odd ✓
Number: -497481, Predicted: odd, Actual: odd ✓
Number: -490689, Predicted: odd, Actual: odd ✓
Number: -906221, Predicted: odd, Actual: odd ✓
Number: -133537, Predicted: odd, Actual: odd ✓
Number: -137065, Predicted: odd, Actual: odd ✓
Number: 192563, Predicted: odd, Actual: odd ✓
Number: -267881, Predicted: odd, Actual: odd ✓
Number: 294139, Predicted: odd, Actual: odd ✓
Number: 849932, Predicted: even, Actual: even ✓
Number: -850375, Predicted: odd, Actual: odd ✓
Number: -128792, Predicted: even, Actual: even ✓
Number: -836760, Predicted: even, Actual: even ✓
Number: 926464, Predicted: even, Actual: even ✓
Number: 848987, Predicted: odd, Actual: odd ✓
Number: -616096, Predicted: even, Actual: even ✓
Number: 166199, Predicted: odd, Actual: odd ✓
Number: -598672, Predicted: even, Actual: even ✓
Number: 795224, Predicted: even, Actual: even ✓
Number: -987090, Predicted: even, Actual: even ✓
Number: -904957, Predicted: odd, Actual: odd ✓
Number: -537452, Predicted: even, Actual: even ✓
Number: 611433, Predicted: odd, Actual: odd ✓
Number: 977208, Predicted: even, Actual: even ✓
Number: -988305, Predicted: odd, Actual: odd ✓
Number: -593513, Predicted: odd, Actual: odd ✓
Number: -537700, Predicted: even, Actual: even ✓
Number: -111266, Predicted: even, Actual: even ✓
Number: -987753, Predicted: odd, Actual: odd ✓
Number: 253436, Predicted: even, Actual: even ✓
Number: -58572, Predicted: even, Actual: even ✓
Number: -112960, Predicted: even, Actual: even ✓
Number: 307747, Predicted: odd, Actual: odd ✓
Number: -681498, Predicted: even, Actual: even ✓
Number: 762255, Predicted: odd, Actual: odd ✓
Number: -356079, Predicted: odd, Actual: odd ✓
Number: -299201, Predicted: odd, Actual: odd ✓
Number: -425313, Predicted: odd, Actual: odd ✓
Number: -506243, Predicted: odd, Actual: odd ✓
Number: -90477, Predicted: odd, Actual: odd ✓
Number: -431163, Predicted: odd, Actual: odd ✓
Number: -879378, Predicted: even, Actual: even ✓
Number: 204747, Predicted: odd, Actual: odd ✓
Number: -631092, Predicted: even, Actual: even ✓
Number: 286101, Predicted: odd, Actual: odd ✓
Number: 379378, Predicted: even, Actual: even ✓
Number: 988495, Predicted: odd, Actual: odd ✓
Number: 111869, Predicted: odd, Actual: odd ✓
Number: -602879, Predicted: odd, Actual: odd ✓
Number: -79909, Predicted: odd, Actual: odd ✓
Number: -181039, Predicted: odd, Actual: odd ✓
Number: 707192, Predicted: even, Actual: even ✓
Number: -678021, Predicted: odd, Actual: odd ✓
Number: 998765, Predicted: odd, Actual: odd ✓
Number: 636028, Predicted: even, Actual: even ✓
Number: 892766, Predicted: even, Actual: even ✓
Number: -621514, Predicted: even, Actual: even ✓
Number: -146769, Predicted: odd, Actual: odd ✓
Number: 203591, Predicted: odd, Actual: odd ✓
Number: -276018, Predicted: even, Actual: even ✓
Number: 236631, Predicted: odd, Actual: odd ✓
Number: -664329, Predicted: odd, Actual: odd ✓
Number: -789762, Predicted: even, Actual: even ✓
Number: -369536, Predicted: even, Actual: even ✓
Number: 974923, Predicted: odd, Actual: odd ✓
Number: -489564, Predicted: even, Actual: even ✓
Number: -356512, Predicted: even, Actual: even ✓
Number: -836422, Predicted: even, Actual: even ✓
Number: -859092, Predicted: even, Actual: even ✓
Number: 819593, Predicted: odd, Actual: odd ✓
Number: 711776, Predicted: even, Actual: even ✓
Number: -255643, Predicted: odd, Actual: odd ✓
Number: 700169, Predicted: odd, Actual: odd ✓
Number: 87073, Predicted: odd, Actual: odd ✓
Number: -879562, Predicted: even, Actual: even ✓
Number: -130313, Predicted: odd, Actual: odd ✓
Number: 399995, Predicted: odd, Actual: odd ✓
Number: -494859, Predicted: odd, Actual: odd ✓
Number: 918563, Predicted: odd, Actual: odd ✓
Number: 633730, Predicted: even, Actual: even ✓
Number: -755898, Predicted: even, Actual: even ✓
Number: 752150, Predicted: even, Actual: even ✓
Number: 521261, Predicted: odd, Actual: odd ✓
Number: -239661, Predicted: odd, Actual: odd ✓
Number: 766852, Predicted: even, Actual: even ✓
Number: -738344, Predicted: even, Actual: even ✓
Number: -651215, Predicted: odd, Actual: odd ✓
Number: -516210, Predicted: even, Actual: even ✓
Number: -676699, Predicted: odd, Actual: odd ✓
Number: -859818, Predicted: even, Actual: even ✓
Number: -625159, Predicted: odd, Actual: odd ✓
Number: -21029, Predicted: odd, Actual: odd ✓
Number: -170051, Predicted: odd, Actual: odd ✓
Number: -758746, Predicted: even, Actual: even ✓
Number: 812682, Predicted: even, Actual: even ✓
Number: 990678, Predicted: even, Actual: even ✓
Number: 767577, Predicted: odd, Actual: odd ✓
Number: -752887, Predicted: odd, Actual: odd ✓
Number: 150455, Predicted: odd, Actual: odd ✓
Number: 723163, Predicted: odd, Actual: odd ✓
Number: -992157, Predicted: odd, Actual: odd ✓
Number: -870332, Predicted: even, Actual: even ✓
Number: 469730, Predicted: even, Actual: even ✓
Number: 296143, Predicted: odd, Actual: odd ✓
Number: 955108, Predicted: even, Actual: even ✓
Number: -843089, Predicted: odd, Actual: odd ✓
Number: -387987, Predicted: odd, Actual: odd ✓
Number: 582272, Predicted: even, Actual: even ✓
Number: 303770, Predicted: even, Actual: even ✓
Number: -853553, Predicted: odd, Actual: odd ✓
Number: -403058, Predicted: even, Actual: even ✓
Number: -634552, Predicted: even, Actual: even ✓
Number: -638218, Predicted: even, Actual: even ✓
Number: -879013, Predicted: odd, Actual: odd ✓
Number: 546247, Predicted: odd, Actual: odd ✓
Number: -704285, Predicted: odd, Actual: odd ✓
Number: -309631, Predicted: odd, Actual: odd ✓
Number: -101522, Predicted: even, Actual: even ✓
Number: -415307, Predicted: odd, Actual: odd ✓
Number: -302183, Predicted: odd, Actual: odd ✓
Number: -229585, Predicted: odd, Actual: odd ✓
Number: -419472, Predicted: even, Actual: even ✓
Number: -445518, Predicted: even, Actual: even ✓
Number: -516363, Predicted: odd, Actual: odd ✓
Number: 463264, Predicted: even, Actual: even ✓
Number: -192884, Predicted: even, Actual: even ✓
Number: -331199, Predicted: odd, Actual: odd ✓
Number: 886419, Predicted: odd, Actual: odd ✓
Number: -781049, Predicted: odd, Actual: odd ✓
Number: -524426, Predicted: even, Actual: even ✓
Number: -563770, Predicted: even, Actual: even ✓
Number: -345607, Predicted: odd, Actual: odd ✓
Number: 502336, Predicted: even, Actual: even ✓
Number: 299537, Predicted: odd, Actual: odd ✓
Number: 135669, Predicted: odd, Actual: odd ✓
Number: -951764, Predicted: even, Actual: even ✓
Number: -91207, Predicted: odd, Actual: odd ✓
Number: -162423, Predicted: odd, Actual: odd ✓
Number: -789378, Predicted: even, Actual: even ✓
Number: -659542, Predicted: even, Actual: even ✓
Number: -98914, Predicted: even, Actual: even ✓
Number: -556600, Predicted: even, Actual: even ✓
Number: 653472, Predicted: even, Actual: even ✓
Number: 107798, Predicted: even, Actual: even ✓
Number: -188742, Predicted: even, Actual: even ✓
Number: -823235, Predicted: odd, Actual: odd ✓
Number: 499342, Predicted: even, Actual: even ✓
Number: -576755, Predicted: odd, Actual: odd ✓
Number: -622912, Predicted: even, Actual: even ✓
Number: 526561, Predicted: odd, Actual: odd ✓
Number: 655761, Predicted: odd, Actual: odd ✓
Number: 893381, Predicted: odd, Actual: odd ✓
Number: -3818, Predicted: even, Actual: even ✓
Number: -293174, Predicted: even, Actual: even ✓
Number: -714341, Predicted: odd, Actual: odd ✓
Number: -701519, Predicted: odd, Actual: odd ✓
Number: -100189, Predicted: odd, Actual: odd ✓
Number: -884025, Predicted: odd, Actual: odd ✓
Number: 891344, Predicted: even, Actual: even ✓
Number: -4692, Predicted: even, Actual: even ✓
Number: 484168, Predicted: even, Actual: even ✓
Number: -426418, Predicted: even, Actual: even ✓
Number: 371202, Predicted: even, Actual: even ✓
Number: -650085, Predicted: odd, Actual: odd ✓
Number: 535436, Predicted: even, Actual: even ✓
Number: -710343, Predicted: odd, Actual: odd ✓
Number: -218745, Predicted: odd, Actual: odd ✓
Number: -638462, Predicted: even, Actual: even ✓
Number: -23714, Predicted: even, Actual: even ✓
Number: -38921, Predicted: odd, Actual: odd ✓
Number: 445515, Predicted: odd, Actual: odd ✓
Number: -688664, Predicted: even, Actual: even ✓
Number: -347726, Predicted: even, Actual: even ✓
Number: -852379, Predicted: odd, Actual: odd ✓
Number: -712390, Predicted: even, Actual: even ✓
Number: -867667, Predicted: odd, Actual: odd ✓
Number: -816993, Predicted: odd, Actual: odd ✓
Number: -751445, Predicted: odd, Actual: odd ✓
Number: -521682, Predicted: even, Actual: even ✓
Number: 136896, Predicted: even, Actual: even ✓
Number: -196705, Predicted: odd, Actual: odd ✓
Number: -582368, Predicted: even, Actual: even ✓
Number: -892449, Predicted: odd, Actual: odd ✓
Number: -348545, Predicted: odd, Actual: odd ✓
Number: -709222, Predicted: even, Actual: even ✓
Number: 779033, Predicted: odd, Actual: odd ✓
Number: -409403, Predicted: odd, Actual: odd ✓
Number: -812443, Predicted: odd, Actual: odd ✓
Number: 256674, Predicted: even, Actual: even ✓
Number: 728880, Predicted: even, Actual: even ✓
Number: 554086, Predicted: even, Actual: even ✓
Number: -710982, Predicted: even, Actual: even ✓
Number: -610082, Predicted: even, Actual: even ✓
Number: -110947, Predicted: odd, Actual: odd ✓
Number: -119832, Predicted: even, Actual: even ✓
Number: -262849, Predicted: odd, Actual: odd ✓
Number: -513653, Predicted: odd, Actual: odd ✓
Number: -583211, Predicted: odd, Actual: odd ✓
Number: 110910, Predicted: even, Actual: even ✓
Number: -504503, Predicted: odd, Actual: odd ✓
Number: -742408, Predicted: even, Actual: even ✓
Number: -85475, Predicted: odd, Actual: odd ✓
Number: -381606, Predicted: even, Actual: even ✓
Number: -296460, Predicted: even, Actual: even ✓
Number: -652683, Predicted: odd, Actual: odd ✓
Number: 380773, Predicted: odd, Actual: odd ✓
Number: -148669, Predicted: odd, Actual: odd ✓
Number: -142627, Predicted: odd, Actual: odd ✓
Number: 701489, Predicted: odd, Actual: odd ✓
Number: -755285, Predicted: odd, Actual: odd ✓
Number: 986855, Predicted: odd, Actual: odd ✓
Number: -434071, Predicted: odd, Actual: odd ✓
Number: -69359, Predicted: odd, Actual: odd ✓
Number: 431683, Predicted: odd, Actual: odd ✓
Number: 212386, Predicted: even, Actual: even ✓
Number: -281764, Predicted: even, Actual: even ✓
Number: -222367, Predicted: odd, Actual: odd ✓
Number: -289895, Predicted: odd, Actual: odd ✓
Number: -500884, Predicted: even, Actual: even ✓
Number: -833933, Predicted: odd, Actual: odd ✓
Number: -132293, Predicted: odd, Actual: odd ✓
Number: 114446, Predicted: even, Actual: even ✓
Number: -472241, Predicted: odd, Actual: odd ✓
Number: 52623, Predicted: odd, Actual: odd ✓
Number: -665321, Predicted: odd, Actual: odd ✓
Number: -221574, Predicted: even, Actual: even ✓
Number: -809109, Predicted: odd, Actual: odd ✓
Number: -637070, Predicted: even, Actual: even ✓
Number: -150356, Predicted: even, Actual: even ✓
Number: 670159, Predicted: odd, Actual: odd ✓
Number: -282624, Predicted: even, Actual: even ✓
Number: -50730, Predicted: even, Actual: even ✓
Number: 339951, Predicted: odd, Actual: odd ✓
Number: -41128, Predicted: even, Actual: even ✓
Number: 590042, Predicted: even, Actual: even ✓
Number: -822268, Predicted: even, Actual: even ✓
Number: 595642, Predicted: even, Actual: even ✓
Number: -598487, Predicted: odd, Actual: odd ✓
Number: -90485, Predicted: odd, Actual: odd ✓
Number: -713845, Predicted: odd, Actual: odd ✓
Number: -799578, Predicted: even, Actual: even ✓
Number: 547984, Predicted: even, Actual: even ✓
Number: -907274, Predicted: even, Actual: even ✓
Number: -114009, Predicted: odd, Actual: odd ✓
Number: -248807, Predicted: odd, Actual: odd ✓
Number: -756433, Predicted: odd, Actual: odd ✓
Number: -530110, Predicted: even, Actual: even ✓
Number: 550596, Predicted: even, Actual: even ✓
Number: -624512, Predicted: even, Actual: even ✓
Number: 296457, Predicted: odd, Actual: odd ✓
Number: 973163, Predicted: odd, Actual: odd ✓
Number: -304664, Predicted: even, Actual: even ✓
Number: -171760, Predicted: even, Actual: even ✓
Number: 715283, Predicted: odd, Actual: odd ✓
Number: -693125, Predicted: odd, Actual: odd ✓
Number: -58893, Predicted: odd, Actual: odd ✓
Number: -627975, Predicted: odd, Actual: odd ✓
Number: -418094, Predicted: even, Actual: even ✓
Number: 81559, Predicted: odd, Actual: odd ✓
Number: -435230, Predicted: even, Actual: even ✓
Number: -336378, Predicted: even, Actual: even ✓
Number: 713799, Predicted: odd, Actual: odd ✓
Number: -171349, Predicted: odd, Actual: odd ✓
Number: -176438, Predicted: even, Actual: even ✓
Number: 284525, Predicted: odd, Actual: odd ✓
Number: -285497, Predicted: odd, Actual: odd ✓
Number: -986095, Predicted: odd, Actual: odd ✓
Number: -890263, Predicted: odd, Actual: odd ✓
Number: 825229, Predicted: odd, Actual: odd ✓
Number: -811761, Predicted: odd, Actual: odd ✓
Number: 535188, Predicted: even, Actual: even ✓
Number: 684932, Predicted: even, Actual: even ✓
Number: -949270, Predicted: even, Actual: even ✓
Number: -878259, Predicted: odd, Actual: odd ✓
Number: -903488, Predicted: even, Actual: even ✓
Number: -406909, Predicted: odd, Actual: odd ✓
Number: -749130, Predicted: even, Actual: even ✓
Number: -148189, Predicted: odd, Actual: odd ✓
Number: -813204, Predicted: even, Actual: even ✓
Number: -821124, Predicted: even, Actual: even ✓
Number: -972102, Predicted: even, Actual: even ✓
Number: 297035, Predicted: odd, Actual: odd ✓
Number: -322314, Predicted: even, Actual: even ✓
Number: -109050, Predicted: even, Actual: even ✓
Number: 44976, Predicted: even, Actual: even ✓
Number: 995865, Predicted: odd, Actual: odd ✓
Number: 524881, Predicted: odd, Actual: odd ✓
Number: -412203, Predicted: odd, Actual: odd ✓
Number: 719541, Predicted: odd, Actual: odd ✓
Number: 500398, Predicted: even, Actual: even ✓
Number: -739759, Predicted: odd, Actual: odd ✓
Number: 487789, Predicted: odd, Actual: odd ✓
Number: -954871, Predicted: odd, Actual: odd ✓
Number: 765387, Predicted: odd, Actual: odd ✓
Number: 714730, Predicted: even, Actual: even ✓
Number: 879090, Predicted: even, Actual: even ✓
Number: -618661, Predicted: odd, Actual: odd ✓
Number: -348361, Predicted: odd, Actual: odd ✓
Number: -132602, Predicted: even, Actual: even ✓
Number: 802691, Predicted: odd, Actual: odd ✓
Number: -428238, Predicted: even, Actual: even ✓
Number: 21419, Predicted: odd, Actual: odd ✓
Number: 409354, Predicted: even, Actual: even ✓
Number: -905584, Predicted: even, Actual: even ✓
Number: -284525, Predicted: odd, Actual: odd ✓
Number: -708447, Predicted: odd, Actual: odd ✓
Number: -500988, Predicted: even, Actual: even ✓
Number: -724529, Predicted: odd, Actual: odd ✓
Number: 613917, Predicted: odd, Actual: odd ✓
Number: -492282, Predicted: even, Actual: even ✓
Number: -502237, Predicted: odd, Actual: odd ✓
Number: 657651, Predicted: odd, Actual: odd ✓
Number: 495326, Predicted: even, Actual: even ✓
Number: -390051, Predicted: odd, Actual: odd ✓
Number: -929605, Predicted: odd, Actual: odd ✓
Number: 229758, Predicted: even, Actual: even ✓
Number: -594480, Predicted: even, Actual: even ✓
Number: -424931, Predicted: odd, Actual: odd ✓
Number: -76429, Predicted: odd, Actual: odd ✓
Number: -652776, Predicted: even, Actual: even ✓
Number: -929113, Predicted: odd, Actual: odd ✓
Number: -580554, Predicted: even, Actual: even ✓
Number: 591329, Predicted: odd, Actual: odd ✓
Number: -21127, Predicted: odd, Actual: odd ✓
Number: -442902, Predicted: even, Actual: even ✓
Number: -897027, Predicted: odd, Actual: odd ✓
Number: 740432, Predicted: even, Actual: even ✓
Number: -42094, Predicted: even, Actual: even ✓
Number: -983399, Predicted: odd, Actual: odd ✓
Number: -31420, Predicted: even, Actual: even ✓
